measurement_no,specimen_no,measurement_type,average,reid_no,is_type,specimen_part,identified_name,identified_no,difference,accepted_name_x,accepted_no,max_ma,min_ma,reference_no,accepted_name_y,class,order,family,genus,diet,_merge
36482,18745,length,643.0,0,holotype,tibia,Stegosaurus stenops,56491,,Stegosaurus stenops,56491,155.7,145.0,12769,Stegosaurus,Ornithischia,,Stegosauridae,Stegosaurus,herbivore,both
36483,18746,length,610.0,0,holotype,fibula,Stegosaurus stenops,56491,,Stegosaurus stenops,56491,155.7,145.0,12769,Stegosaurus,Ornithischia,,Stegosauridae,Stegosaurus,herbivore,both
36484,18747,length,687.0,0,neither,scapula,Stegosaurus stenops,56491,,Stegosaurus stenops,56491,155.7,145.0,12769,Stegosaurus,Ornithischia,,Stegosauridae,Stegosaurus,herbivore,both
36485,18748,length,509.0,0,neither,humerus,Stegosaurus stenops,56491,,Stegosaurus stenops,56491,155.7,145.0,12769,Stegosaurus,Ornithischia,,Stegosauridae,Stegosaurus,herbivore,both
36486,18749,width,35.0,32681,neither,tibia,Ornithomimus,38544,,Ornithomimus,38544,83.5,70.6,23593,Ornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Ornithomimus,"herbivore, omnivore",both
36487,18749,length,505.0,32681,neither,tibia,Ornithomimus,38544,,Ornithomimus,38544,83.5,70.6,23593,Ornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Ornithomimus,"herbivore, omnivore",both
36488,18750,width,110.0,19747,holotype,scapula,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36489,18750,length,365.0,19747,holotype,scapula,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36490,18751,length,99.0,19747,holotype,coracoid,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36491,18752,length,285.0,19747,holotype,humerus,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36492,18753,length,230.0,19747,holotype,ulna,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36493,18754,length,198.0,19747,holotype,radius,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36494,18755,length,414.0,19747,holotype,femur,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36495,18756,length,285.0,19747,holotype,tibia,Avaceratops lammersi,55539,,Avaceratops lammersi,55539,83.5,70.6,25472,Avaceratops,Ornithischia,,Ceratopsidae,Avaceratops,herbivore,both
36499,18760,width,49.0,0,neither,humerus,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36500,18760,length,430.0,0,neither,humerus,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36501,18761,width,54.0,0,neither,ulna,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36502,18761,length,336.0,0,neither,ulna,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36503,18762,width,31.0,0,neither,radius,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36504,18762,length,286.0,0,neither,radius,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36505,18763,width,54.0,0,neither,femur,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36506,18763,length,554.0,0,neither,femur,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36507,18764,width,56.0,0,neither,tibia,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36508,18764,length,437.0,0,neither,tibia,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36509,18765,width,24.0,0,neither,fibula,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36510,18765,length,334.0,0,neither,fibula,Chasmosaurus mariscalensis,52772,recombined as,Agujaceratops mariscalensis,52772,83.5,70.6,14107,Agujaceratops,Ornithischia,,Ceratopsidae,Agujaceratops,herbivore,both
36511,18766,length,1080.0,22890,neither,femur,Bistahieversor sealeyi,163808,,Bistahieversor sealeyi,163808,83.5,70.6,4247,Bistahieversor,Saurischia,Avetheropoda,,Bistahieversor,carnivore,both
36512,18766,circumference,344.0,22890,neither,femur,Bistahieversor sealeyi,163808,,Bistahieversor sealeyi,163808,83.5,70.6,4247,Bistahieversor,Saurischia,Avetheropoda,,Bistahieversor,carnivore,both
36513,18767,width,17.0,12435,neither,humerus,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36514,18767,length,256.0,12435,neither,humerus,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36515,18768,width,11.4,12435,neither,radius,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36516,18768,length,205.0,12435,neither,radius,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36517,18769,width,12.0,12435,neither,ulna,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36518,18769,length,217.0,12435,neither,ulna,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36519,18770,width,21.3,12435,neither,humerus,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36520,18770,length,272.0,12435,neither,humerus,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36521,18771,width,7.5,12435,holotype,radius,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36522,18771,length,140.0,12435,holotype,radius,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36523,18772,width,7.9,12435,holotype,ulna,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36524,18772,length,148.0,12435,holotype,ulna,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36525,18773,width,14.8,12435,neither,scapula,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36526,18773,length,132.0,12435,neither,scapula,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36527,18774,width,64.5,12435,neither,coracoid,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36528,18774,length,110.6,12435,neither,coracoid,Ornithomimus asiaticus,57275,recombined as,Archaeornithomimus asiaticus,57275,83.5,70.6,14108,Archaeornithomimus,Saurischia,Avetheropoda,Ornithomimidae,Archaeornithomimus,"herbivore, omnivore",both
36531,18775,length,159.0,0,holotype,tibia,Pisanosaurus mertii,64409,,Pisanosaurus mertii,64409,237.0,228.0,10109,Pisanosaurus,Ornithischia,,,Pisanosaurus,herbivore,both
137551,18775,width,5.5,0,holotype,tibia,Pisanosaurus mertii,64409,,Pisanosaurus mertii,64409,237.0,228.0,10109,Pisanosaurus,Ornithischia,,,Pisanosaurus,herbivore,both
36532,18776,length,161.0,0,holotype,fibula,Pisanosaurus mertii,64409,,Pisanosaurus mertii,64409,237.0,228.0,10109,Pisanosaurus,Ornithischia,,,Pisanosaurus,herbivore,both
137552,18776,width,10.5,0,holotype,fibula,Pisanosaurus mertii,64409,,Pisanosaurus mertii,64409,237.0,228.0,10109,Pisanosaurus,Ornithischia,,,Pisanosaurus,herbivore,both
36537,18781,length,425.0,0,neither,tibia,Troodon formosus,54818,,Troodon formosus,54818,83.6,72.1,13758,Troodon,Saurischia,Avetheropoda,Troodontidae,Troodon,"carnivore, omnivore",both
36538,18782,length,400.0,0,holotype,humerus,Afrovenator abakensis,56399,,Afrovenator abakensis,56399,163.5,145.0,13778,Afrovenator,Saurischia,,Megalosauridae,Afrovenator,carnivore,both
36539,18783,length,760.0,0,holotype,femur,Afrovenator abakensis,56399,,Afrovenator abakensis,56399,163.5,145.0,13778,Afrovenator,Saurischia,,Megalosauridae,Afrovenator,carnivore,both
36540,18784,length,687.0,0,holotype,tibia,Afrovenator abakensis,56399,,Afrovenator abakensis,56399,163.5,145.0,13778,Afrovenator,Saurischia,,Megalosauridae,Afrovenator,carnivore,both
36541,18785,length,310.0,0,neither,humerus,Allosaurus fragilis,52962,,Allosaurus fragilis,52962,155.7,145.0,13460,Allosaurus,Saurischia,Avetheropoda,Allosauridae,Allosaurus,carnivore,both
122388,18785,width,118.0,0,neither,humerus,Allosaurus fragilis,52962,,Allosaurus fragilis,52962,155.7,145.0,13460,Allosaurus,Saurischia,Avetheropoda,Allosauridae,Allosaurus,carnivore,both
36542,18786,length,850.0,0,neither,femur,Allosaurus fragilis,52962,,Allosaurus fragilis,52962,155.7,145.0,13778,Allosaurus,Saurischia,Avetheropoda,Allosauridae,Allosaurus,carnivore,both
36543,18787,length,690.0,0,neither,tibia,Allosaurus fragilis,52962,,Allosaurus fragilis,52962,155.7,145.0,13778,Allosaurus,Saurischia,Avetheropoda,Allosauridae,Allosaurus,carnivore,both
36554,18795,width,228.0,30574,neither,scapula,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36555,18795,length,1153.0,30574,neither,scapula,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36556,18796,length,355.0,30574,neither,coracoid,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36557,18797,length,1010.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36558,18797,circumference,440.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36559,18798,length,740.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36560,18798,circumference,295.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36561,18799,length,690.0,30574,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36562,18799,circumference,244.0,30574,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36563,18800,length,1575.0,30574,neither,femur,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142051,18800,width,208.0,30574,neither,femur,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142052,18800,circumference,565.0,30574,neither,femur,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36564,18801,length,1020.0,30574,neither,tibia,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142053,18801,width,158.0,30574,neither,tibia,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142054,18801,circumference,419.0,30574,neither,tibia,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36565,18802,length,1075.0,30574,neither,fibula,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142055,18802,circumference,295.0,30574,neither,fibula,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36566,18803,width,204.0,0,neither,scapula,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36567,18803,length,1240.0,0,neither,scapula,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36568,18804,length,512.0,0,neither,coracoid,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36569,18805,length,1542.0,0,neither,femur,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36570,18806,length,1410.0,0,neither,femur,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142089,18806,width,183.0,0,neither,femur,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142095,18806,circumference,510.0,0,neither,femur,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36571,18807,length,1010.0,0,neither,tibia,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142091,18807,width,130.0,0,neither,tibia,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142092,18807,circumference,358.0,0,neither,tibia,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36572,18808,length,1055.0,0,neither,fibula,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142093,18808,width,88.0,0,neither,fibula,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142094,18808,circumference,240.0,0,neither,fibula,Diplodocus carnegii,65917,,Diplodocus carnegii,65917,157.3,145.0,14579,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36587,18817,length,1032.0,0,holotype,femur,Parasaurolophus walkeri,63256,,Parasaurolophus walkeri,63256,83.5,70.6,14580,Parasaurolophus,Ornithischia,,Hadrosauridae,Parasaurolophus,herbivore,both
36588,18818,length,985.0,31477,neither,femur,Parasaurolophus,38766,,Parasaurolophus,38766,83.5,70.6,14580,Parasaurolophus,Ornithischia,,Hadrosauridae,Parasaurolophus,herbivore,both
36589,18819,length,1285.0,0,neither,scapula,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36590,18820,length,425.0,0,neither,coracoid,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36591,18821,length,1080.0,0,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36592,18821,circumference,470.0,0,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36593,18822,length,870.0,0,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36594,18822,circumference,285.0,0,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36595,18823,length,840.0,0,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36596,18823,circumference,255.0,0,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36597,18824,length,870.0,0,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36598,18824,circumference,265.0,0,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36599,18825,length,910.0,0,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36600,18825,circumference,290.0,0,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13070,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36601,18826,length,770.0,12456,neither,humerus,Morosaurus,52968,subjective synonym of,Camarasaurus,38697,157.3,145.0,13070,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36602,18827,length,560.0,12456,neither,ulna,Morosaurus,52968,subjective synonym of,Camarasaurus,38697,157.3,145.0,13070,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36603,18828,length,550.0,12456,neither,radius,Morosaurus,52968,subjective synonym of,Camarasaurus,38697,157.3,145.0,13070,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36604,18829,length,1430.0,0,neither,femur,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13099,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36605,18829,circumference,560.0,0,neither,femur,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13099,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36606,18830,length,1060.0,0,neither,tibia,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13099,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36607,18830,circumference,390.0,0,neither,tibia,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13099,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36608,18831,length,1120.0,0,neither,fibula,Diplodocus longus,52920,,Diplodocus longus,52920,157.3,145.0,13099,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36609,18832,length,1080.0,12665,neither,tibia,Apatosaurus excelsus,56547,recombined as,Brontosaurus excelsus,52982,157.3,145.0,13099,Brontosaurus,Saurischia,,Diplodocidae,Brontosaurus,herbivore,both
36610,18833,length,1130.0,12665,neither,fibula,Apatosaurus excelsus,56547,recombined as,Brontosaurus excelsus,52982,157.3,145.0,13099,Brontosaurus,Saurischia,,Diplodocidae,Brontosaurus,herbivore,both
36611,18834,length,1640.0,12665,neither,femur,Apatosaurus excelsus,56547,recombined as,Brontosaurus excelsus,52982,157.3,145.0,13099,Brontosaurus,Saurischia,,Diplodocidae,Brontosaurus,herbivore,both
36612,18834,circumference,730.0,12665,neither,femur,Apatosaurus excelsus,56547,recombined as,Brontosaurus excelsus,52982,157.3,145.0,13099,Brontosaurus,Saurischia,,Diplodocidae,Brontosaurus,herbivore,both
36613,18835,circumference,480.0,12665,neither,tibia,Apatosaurus excelsus,56547,recombined as,Brontosaurus excelsus,52982,157.3,145.0,13099,Brontosaurus,Saurischia,,Diplodocidae,Brontosaurus,herbivore,both
36614,18836,length,1140.0,0,holotype,tibia,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,70.6,66.0,9259,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
36615,18837,length,950.0,0,holotype,scapula,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,70.6,66.0,17198,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
36616,18838,width,180.0,0,holotype,femur,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,70.6,66.0,17198,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
36617,18838,length,1300.0,0,holotype,femur,Tyrannosaurus rex,54833,,Tyrannosaurus rex,54833,70.6,66.0,17198,Tyrannosaurus,Saurischia,Avetheropoda,Tyrannosauridae,Tyrannosaurus,carnivore,both
36618,18839,width,220.0,28469,neither,scapula,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36619,18839,length,900.0,28469,neither,scapula,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36620,18840,length,215.0,28469,neither,coracoid,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36621,18841,length,610.0,28469,neither,humerus,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36622,18841,circumference,255.0,28469,neither,humerus,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36623,18842,length,680.0,28469,neither,ulna,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36624,18842,circumference,190.0,28469,neither,ulna,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36625,18843,length,620.0,28469,neither,radius,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36626,18843,circumference,175.0,28469,neither,radius,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36627,18844,length,1150.0,28469,neither,femur,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36628,18845,length,1020.0,28469,neither,tibia,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36629,18846,length,970.0,28469,neither,fibula,Anatosaurus,38756,subjective synonym of,Edmontosaurus,38761,72.1,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36630,18847,width,200.0,0,holotype,scapula,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36631,18847,length,810.0,0,holotype,scapula,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36632,18848,length,501.0,0,holotype,humerus,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36633,18849,length,500.0,0,holotype,ulna,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
