measurement_no,specimen_no,measurement_type,average,reid_no,is_type,specimen_part,identified_name,identified_no,difference,accepted_name_x,accepted_no,max_ma,min_ma,reference_no,accepted_name_y,class,order,family,genus,diet,_merge
164042,81915,length,1430.0,0,holotype,scapula,Drusilasaura deseadensis,184916,,Drusilasaura deseadensis,184916,99.6,89.3,36033,Drusilasaura,Saurischia,,,Drusilasaura,herbivore,both
164068,81926,length,1230.0,0,holotype,humerus,Panamericansaurus schroederi,172033,,Panamericansaurus schroederi,172033,83.5,66.0,34054,Panamericansaurus,Saurischia,,,Panamericansaurus,herbivore,both
164120,81949,width,155.0,0,holotype,humerus,Petrobrasaurus puestohernandezi,201031,,Petrobrasaurus puestohernandezi,201031,89.3,83.5,37765,Petrobrasaurus,Saurischia,,Saltasauridae,Petrobrasaurus,herbivore,both
164121,81949,length,1200.0,0,holotype,humerus,Petrobrasaurus puestohernandezi,201031,,Petrobrasaurus puestohernandezi,201031,89.3,83.5,37765,Petrobrasaurus,Saurischia,,Saltasauridae,Petrobrasaurus,herbivore,both
164122,81950,width,230.0,0,holotype,femur,Petrobrasaurus puestohernandezi,201031,,Petrobrasaurus puestohernandezi,201031,89.3,83.5,37765,Petrobrasaurus,Saurischia,,Saltasauridae,Petrobrasaurus,herbivore,both
164123,81950,length,1572.0,0,holotype,femur,Petrobrasaurus puestohernandezi,201031,,Petrobrasaurus puestohernandezi,201031,89.3,83.5,37765,Petrobrasaurus,Saurischia,,Saltasauridae,Petrobrasaurus,herbivore,both
164124,81951,width,235.0,0,holotype,femur,Petrobrasaurus puestohernandezi,201031,,Petrobrasaurus puestohernandezi,201031,89.3,83.5,37765,Petrobrasaurus,Saurischia,,Saltasauridae,Petrobrasaurus,herbivore,both
164125,81951,length,1575.0,0,holotype,femur,Petrobrasaurus puestohernandezi,201031,,Petrobrasaurus puestohernandezi,201031,89.3,83.5,37765,Petrobrasaurus,Saurischia,,Saltasauridae,Petrobrasaurus,herbivore,both
164136,81956,length,542.0,0,paratype,scapula,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164144,81956,width,123.0,0,paratype,scapula,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164137,81957,length,186.0,0,paratype,coracoid,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164138,81958,length,524.0,0,paratype,humerus,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164145,81958,width,86.0,0,paratype,humerus,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164139,81959,length,372.0,0,paratype,ulna,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164146,81959,width,71.0,0,paratype,ulna,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164140,81960,length,365.0,0,paratype,radius,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164147,81960,width,46.0,0,paratype,radius,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164141,81961,length,657.0,0,paratype,femur,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164148,81961,width,111.0,0,paratype,femur,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164142,81962,length,466.0,0,paratype,fibula,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164149,81962,width,51.0,0,paratype,fibula,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164143,81963,length,500.0,0,paratype,tibia,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164150,81963,width,40.0,0,paratype,tibia,Rapetosaurus krausei,57533,,Rapetosaurus krausei,57533,72.1,66.0,42573,Rapetosaurus,Saurischia,,,Rapetosaurus,herbivore,both
164151,81964,length,870.0,0,holotype,scapula,Jiangshanosaurus lixianensis,66075,,Jiangshanosaurus lixianensis,66075,100.5,89.8,13643,Jiangshanosaurus,Saurischia,,Saltasauridae,Jiangshanosaurus,herbivore,both
164152,81964,width,460.0,0,holotype,scapula,Jiangshanosaurus lixianensis,66075,,Jiangshanosaurus lixianensis,66075,100.5,89.8,13643,Jiangshanosaurus,Saurischia,,Saltasauridae,Jiangshanosaurus,herbivore,both
164153,81965,width,460.0,0,holotype,coracoid,Jiangshanosaurus lixianensis,66075,,Jiangshanosaurus lixianensis,66075,100.5,89.8,13643,Jiangshanosaurus,Saurischia,,Saltasauridae,Jiangshanosaurus,herbivore,both
164154,81965,length,330.0,0,holotype,coracoid,Jiangshanosaurus lixianensis,66075,,Jiangshanosaurus lixianensis,66075,100.5,89.8,13643,Jiangshanosaurus,Saurischia,,Saltasauridae,Jiangshanosaurus,herbivore,both
164155,81966,length,346.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164156,81966,circumference,176.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164157,81967,length,466.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164158,81967,circumference,179.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164159,81968,length,525.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164160,81968,circumference,193.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164161,81969,length,540.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164162,81969,circumference,195.0,0,neither,femur,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164163,81970,length,222.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164164,81970,circumference,115.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164165,81971,length,320.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164166,81971,circumference,122.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164167,81972,length,346.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164168,81972,circumference,150.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164169,81973,length,365.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164170,81973,circumference,136.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164171,81974,length,372.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164172,81974,circumference,140.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164173,81975,length,403.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164174,81975,circumference,183.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164175,81976,length,432.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164176,81976,circumference,151.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164177,81977,length,488.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164178,81977,circumference,194.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164179,81978,length,914.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164180,81978,circumference,365.0,0,neither,humerus,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164181,81979,length,219.0,0,neither,ulna,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164182,81979,circumference,95.0,0,neither,ulna,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164183,81980,length,337.0,0,neither,ulna,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164184,81980,circumference,128.0,0,neither,ulna,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164185,81981,length,388.0,0,neither,fibula,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164186,81981,circumference,100.0,0,neither,fibula,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164187,81982,length,384.0,0,neither,fibula,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164188,81982,circumference,101.0,0,neither,fibula,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164189,81983,length,354.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164190,81983,circumference,105.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164191,81984,length,323.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164192,81984,circumference,109.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164193,81985,length,402.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164194,81985,circumference,134.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164195,81986,length,450.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164196,81986,circumference,181.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164197,81987,length,858.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164198,81987,circumference,260.0,0,neither,tibia,Magyarosaurus dacus,64332,,Magyarosaurus dacus,64331,,,42574,Magyarosaurus,Saurischia,,,Magyarosaurus,herbivore,both
164204,81990,width,290.0,0,neither,scapula,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164205,81990,length,1080.0,0,neither,scapula,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164206,81991,width,210.0,0,neither,humerus,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164207,81991,length,1480.0,0,neither,humerus,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164208,81992,width,480.0,0,neither,coracoid,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164209,81992,length,320.0,0,neither,coracoid,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164210,81993,width,150.0,0,neither,ulna,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
164211,81993,length,800.0,0,neither,ulna,Titanosaurus colberti,64311,recombined as,Isisaurus colberti,64311,,,4177,Isisaurus,Saurischia,,,Isisaurus,herbivore,both
165609,82477,length,1550.0,0,holotype,tibia,Argentinosaurus huinculensis,66646,,Argentinosaurus huinculensis,66646,99.6,89.8,13901,Argentinosaurus,Saurischia,,,Argentinosaurus,herbivore,both
165610,82478,length,1350.0,0,holotype,humerus,Andesaurus delgadoi,58918,,Andesaurus delgadoi,58918,99.6,93.5,11825,Andesaurus,Saurischia,,,Andesaurus,herbivore,both
165611,82479,length,1550.0,0,holotype,femur,Andesaurus delgadoi,58918,,Andesaurus delgadoi,58918,99.6,93.5,11825,Andesaurus,Saurischia,,,Andesaurus,herbivore,both
165651,82495,length,456.0,0,holotype,skull,Abrosaurus dongpoensis,184288,,Abrosaurus dongpoensis,184288,170.3,157.3,35971,Abrosaurus,Saurischia,,,Abrosaurus,herbivore,both
166642,82925,length,178.0,0,holotype,skull,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166643,82926,length,355.0,0,paratype,humerus,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166644,82927,length,270.0,0,paratype,ulna,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166645,82928,length,255.0,0,paratype,radius,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166646,82929,length,480.0,0,paratype,scapula,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166647,82930,length,550.0,0,paratype,femur,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166648,82931,length,395.0,0,paratype,tibia,Bellusaurus sui,54862,,Bellusaurus sui,54862,163.5,157.3,9264,Bellusaurus,Saurischia,,,Bellusaurus,herbivore,both
166667,82941,width,210.0,21885,holotype,scapula,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166668,82941,length,620.0,21885,holotype,scapula,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166669,82942,width,170.0,21885,holotype,humerus,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166670,82942,length,880.0,21885,holotype,humerus,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166671,82943,width,195.0,21885,holotype,humerus,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166672,82943,length,920.0,21885,holotype,humerus,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166673,82944,width,145.0,21885,holotype,ulna,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166674,82944,length,650.0,21885,holotype,ulna,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166675,82945,width,150.0,21885,holotype,ulna,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166676,82945,length,890.0,21885,holotype,ulna,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166677,82946,width,130.0,21885,holotype,radius,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166678,82946,length,800.0,21885,holotype,radius,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166679,82947,width,125.0,21885,holotype,radius,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166680,82947,length,680.0,21885,holotype,radius,Wintonotitan wattsi,148971,,Wintonotitan wattsi,148971,100.5,93.9,30242,Wintonotitan,Saurischia,,,Wintonotitan,herbivore,both
166703,82959,width,218.0,32220,holotype,tibia,Erketu ellisoni,72377,,Erketu ellisoni,72377,100.5,83.6,16961,Erketu,Saurischia,,,Erketu,herbivore,both
166704,82959,length,710.0,32220,holotype,tibia,Erketu ellisoni,72377,,Erketu ellisoni,72377,100.5,83.6,16961,Erketu,Saurischia,,,Erketu,herbivore,both
166705,82960,length,750.0,32220,holotype,fibula,Erketu ellisoni,72377,,Erketu ellisoni,72377,100.5,83.6,16961,Erketu,Saurischia,,,Erketu,herbivore,both
166706,82961,width,700.0,0,holotype,scapula,Huanghetitan liujiaxiaensis,133728,,Huanghetitan liujiaxiaensis,133728,129.4,113.0,28417,Huanghetitan,Saurischia,,,Huanghetitan,herbivore,both
166707,82961,length,830.0,0,holotype,scapula,Huanghetitan liujiaxiaensis,133728,,Huanghetitan liujiaxiaensis,133728,129.4,113.0,28417,Huanghetitan,Saurischia,,,Huanghetitan,herbivore,both
166824,83020,width,210.0,21210,holotype,femur,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166825,83020,length,1310.0,21210,holotype,femur,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166826,83021,width,200.0,21210,holotype,femur,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166827,83021,length,1300.0,21210,holotype,femur,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166828,83022,width,115.0,21210,holotype,tibia,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166829,83022,length,735.0,21210,holotype,tibia,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166830,83023,width,66.0,21210,holotype,fibula,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166831,83023,length,735.0,21210,holotype,fibula,Tastavinsaurus sanzi,138440,,Tastavinsaurus sanzi,138440,125.45,122.46,28879,Tastavinsaurus,Saurischia,,,Tastavinsaurus,herbivore,both
166832,83024,length,1200.0,0,holotype,scapula,Venenosaurus dicrocei,66516,,Venenosaurus dicrocei,66516,125.0,113.0,13848,Venenosaurus,Saurischia,,Brachiosauridae,Venenosaurus,herbivore,both
166833,83024,diameter,180.0,0,holotype,scapula,Venenosaurus dicrocei,66516,,Venenosaurus dicrocei,66516,125.0,113.0,13848,Venenosaurus,Saurischia,,Brachiosauridae,Venenosaurus,herbivore,both
166834,83025,length,695.0,0,holotype,radius,Venenosaurus dicrocei,66516,,Venenosaurus dicrocei,66516,125.0,113.0,13848,Venenosaurus,Saurischia,,Brachiosauridae,Venenosaurus,herbivore,both
166835,83025,circumference,235.0,0,holotype,radius,Venenosaurus dicrocei,66516,,Venenosaurus dicrocei,66516,125.0,113.0,13848,Venenosaurus,Saurischia,,Brachiosauridae,Venenosaurus,herbivore,both
166836,83026,length,768.0,0,holotype,ulna,Venenosaurus dicrocei,66516,,Venenosaurus dicrocei,66516,125.0,113.0,13848,Venenosaurus,Saurischia,,Brachiosauridae,Venenosaurus,herbivore,both
166837,83026,circumference,266.0,0,holotype,ulna,Venenosaurus dicrocei,66516,,Venenosaurus dicrocei,66516,125.0,113.0,13848,Venenosaurus,Saurischia,,Brachiosauridae,Venenosaurus,herbivore,both
166869,83041,width,205.0,0,holotype,scapula,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166870,83041,length,1310.0,0,holotype,scapula,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166871,83042,width,225.0,0,holotype,humerus,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166872,83042,length,1460.0,0,holotype,humerus,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166873,83043,width,120.0,0,holotype,radius,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166874,83043,length,855.0,0,holotype,radius,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166875,83044,width,282.0,0,holotype,femur,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166876,83044,length,1700.0,0,holotype,femur,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166877,83045,width,170.0,0,holotype,tibia,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166878,83045,length,1010.0,0,holotype,tibia,Chubutisaurus insignis,53963,,Chubutisaurus insignis,53963,122.46,109.0,42586,Chubutisaurus,Saurischia,,,Chubutisaurus,herbivore,both
166879,83046,width,230.0,0,holotype,femur,Ruyangosaurus giganteus,166381,,Ruyangosaurus giganteus,166381,125.0,100.5,32538,Ruyangosaurus,Saurischia,,,Ruyangosaurus,herbivore,both
166880,83046,length,2000.0,0,holotype,femur,Ruyangosaurus giganteus,166381,,Ruyangosaurus giganteus,166381,125.0,100.5,32538,Ruyangosaurus,Saurischia,,,Ruyangosaurus,herbivore,both
166881,83047,length,1270.0,0,holotype,tibia,Ruyangosaurus giganteus,166381,,Ruyangosaurus giganteus,166381,125.0,100.5,32538,Ruyangosaurus,Saurischia,,,Ruyangosaurus,herbivore,both
167671,83443,length,730.0,0,holotype,skull,Jobaria tiguidensis,57436,,Jobaria tiguidensis,57436,163.5,145.0,10484,Jobaria,Saurischia,,,Jobaria,herbivore,both
167672,83444,length,1360.0,0,holotype,humerus,Jobaria tiguidensis,57436,,Jobaria tiguidensis,57436,163.5,145.0,10484,Jobaria,Saurischia,,,Jobaria,herbivore,both
167673,83445,length,1040.0,0,holotype,radius,Jobaria tiguidensis,57436,,Jobaria tiguidensis,57436,163.5,145.0,10484,Jobaria,Saurischia,,,Jobaria,herbivore,both
167674,83446,length,1800.0,0,holotype,femur,Jobaria tiguidensis,57436,,Jobaria tiguidensis,57436,163.5,145.0,10484,Jobaria,Saurischia,,,Jobaria,herbivore,both
167675,83447,length,1080.0,0,holotype,tibia,Jobaria tiguidensis,57436,,Jobaria tiguidensis,57436,163.5,145.0,10484,Jobaria,Saurischia,,,Jobaria,herbivore,both
167682,83451,length,1200.0,26483,holotype,scapula,Helopus zdanskyi,64281,recombined as,Euhelopus zdanskyi,64281,145.0,132.9,38083,Euhelopus,Saurischia,,,Euhelopus,herbivore,both
167683,83452,width,175.0,26483,holotype,humerus,Helopus zdanskyi,64281,recombined as,Euhelopus zdanskyi,64281,145.0,132.9,38083,Euhelopus,Saurischia,,,Euhelopus,herbivore,both
167684,83452,length,910.0,26483,holotype,humerus,Helopus zdanskyi,64281,recombined as,Euhelopus zdanskyi,64281,145.0,132.9,38083,Euhelopus,Saurischia,,,Euhelopus,herbivore,both
